"virus_strain","serum_strain","serum_id","source","titer","virusYear","serumYear","cluster","color"
"DENV2/PERU/IQT2913/1996","DENV1/PERU/IQT6152/2000",1,"agm_3mo",34,1996,2000,"DENV2","#33a02c"
"DENV2/PERU/IQT2913/1996","DENV4/CAMBODIA/NA/2010",1,"agm_3mo",10,1996,2010,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",10,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",25,1970,1974,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",11,1970,2003,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",35,1970,2003,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/NICARAGUA/BIDV533/2005",1,"agm_3mo",17,1970,2005,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",62,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/PERU/IQT2913/1996",1,"agm_3mo",13,1970,1996,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",125,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",39,1970,2008,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",18,1970,2007,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/PERU/IQT6152/2000",1,"agm_3mo",101,1970,2000,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/CAMBODIA/BIDV1991/2003",1,"agm_3mo",18,1970,2003,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/BOLIVIA/FSB3363/2010",1,"agm_3mo",13,1970,2010,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/VENEZUELA/OBT1298/2000",1,"agm_3mo",10,1970,2000,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV1/MYANMAR/61117/2005",1,"agm_3mo",30,1970,2005,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/AC21/2003",2,"agm_3mo",10,1970,2003,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",36,1970,2009,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/SENEGAL/0674/1970",1,"agm_3mo",16,1970,1970,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV2/VIETNAM/BIDV735/2006",2,"agm_3mo",19,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",12,1970,2009,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",22,1970,2011,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",23,1970,2006,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV3/MYANMAR/80931/2008",1,"agm_3mo",15,1970,2008,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/CAMBODIA/NA/2010",1,"agm_3mo",11,1970,2010,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/MALAYSIA/P731120/1973",1,"agm_3mo",11,1970,1973,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/CAMBODIA/AC33/2011",1,"agm_3mo",12,1970,2011,"DENV2","#33a02c"
"DENV2/SENEGAL/0674/1970","DENV4/BRAZIL/NA/2012",1,"agm_3mo",11,1970,2012,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV1/VIETNAM/BIDV1937/2008",1,"agm_3mo",12,1974,2008,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",42,1974,1974,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",14,1974,2003,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",62,1974,2003,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/NICARAGUA/BIDV533/2005",1,"agm_3mo",14,1974,2005,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",66,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/PERU/IQT2913/1996",1,"agm_3mo",14,1974,1996,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",446,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",29,1974,2008,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",11,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",10,1974,2007,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV1/PERU/IQT6152/2000",1,"agm_3mo",24,1974,2000,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",32,1974,2009,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV2/VIETNAM/BIDV735/2006",2,"agm_3mo",21,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",14,1974,2011,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",11,1974,2006,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV3/MYANMAR/80931/2008",1,"agm_3mo",15,1974,2008,"DENV2","#33a02c"
"DENV2/TONGA/DELTA30/1974","DENV4/CAMBODIA/NA/2010",1,"agm_3mo",15,1974,2010,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",15,2006,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",31,2006,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/PERU/IQT2913/1996",1,"agm_3mo",23,2006,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",35,2006,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",19,2006,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/BIDV735/2006","DENV2/VIETNAM/BIDV735/2006",2,"agm_3mo",12,2006,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",15,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/VIETNAM/BIDV1937/2008",1,"agm_3mo",13,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",75,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",92,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",735,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",149,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/NICARAGUA/BIDV533/2005",1,"agm_3mo",62,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",422,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/PERU/IQT2913/1996",1,"agm_3mo",38,2003,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",126,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/FIJI/29472/1992",1,"agm_3mo",14,2003,1992,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",10,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",17,2003,2007,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_3mo",13,2003,1999,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/PERU/IQT6152/2000",1,"agm_3mo",76,2003,2000,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/CAMBODIA/BIDV1991/2003",1,"agm_3mo",12,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/BOLIVIA/FSB3363/2010",1,"agm_3mo",10,2003,2010,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/VENEZUELA/OBT1298/2000",1,"agm_3mo",16,2003,2000,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV1/MYANMAR/61117/2005",1,"agm_3mo",14,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/AC21/2003",2,"agm_3mo",11,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",67,2003,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/SENEGAL/0674/1970",1,"agm_3mo",15,2003,1970,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV2/VIETNAM/BIDV735/2006",2,"agm_3mo",88,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",15,2003,2009,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",21,2003,2011,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",14,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV3/MYANMAR/80931/2008",1,"agm_3mo",13,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/CAMBODIA/NA/2010",1,"agm_3mo",15,2003,2010,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/MALAYSIA/P731120/1973",1,"agm_3mo",12,2003,1973,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/CAMBODIA/AC33/2011",1,"agm_3mo",15,2003,2011,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/NICARAGUA/703/1999",1,"agm_3mo",13,2003,1999,"DENV2","#33a02c"
"DENV2/VIETNAM/AC21/2003","DENV4/BRAZIL/NA/2012",1,"agm_3mo",11,2003,2012,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",15,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV1/VIETNAM/BIDV1937/2008",1,"agm_3mo",14,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",18,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",26,2003,1974,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",24,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",33,2003,2003,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/NICARAGUA/BIDV533/2005",1,"agm_3mo",23,2003,2005,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",120,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/PERU/IQT2913/1996",1,"agm_3mo",16,2003,1996,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",782,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",44,2003,2008,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",13,2003,2006,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",11,2003,2007,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV4/INDONESIA/AC36/1973",1,"agm_3mo",10,2003,1973,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV1/PERU/IQT6152/2000",1,"agm_3mo",16,2003,2000,"DENV2","#33a02c"
"DENV2/VIETNAM/AC20/2003","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",13,2003,2009,"DENV2","#33a02c"
"DENV3/MYANMAR/80931/2008","DENV3/FIJI/29472/1992",1,"agm_3mo",28,2008,1992,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",33,2008,2006,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",37,2008,2007,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",13,2008,2009,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",100,2008,2011,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",51,2008,2006,"DENV3","#e31a1c"
"DENV3/MYANMAR/80931/2008","DENV3/MYANMAR/80931/2008",1,"agm_3mo",22,2008,2008,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/FIJI/29472/1992",1,"agm_3mo",11,2011,1992,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",38,2011,2006,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",15,2011,2007,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",12,2011,2009,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",127,2011,2011,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",38,2011,2006,"DENV3","#e31a1c"
"DENV3/CAMBODIA/AC23/2011","DENV3/MYANMAR/80931/2008",1,"agm_3mo",14,2011,2008,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",10,1992,1974,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",17,1992,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",10,1992,2003,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/FIJI/29472/1992",1,"agm_3mo",59,1992,1992,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",70,1992,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",126,1992,2007,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV1/PERU/IQT6152/2000",1,"agm_3mo",13,1992,2000,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV1/MYANMAR/61117/2005",1,"agm_3mo",10,1992,2005,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",16,1992,2009,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",83,1992,2011,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",58,1992,2006,"DENV3","#e31a1c"
"DENV3/FIJI/29472/1992","DENV3/MYANMAR/80931/2008",1,"agm_3mo",37,1992,2008,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV2/PERU/IQT2913/1996",1,"agm_3mo",10,2009,1996,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",10,2009,2006,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/FIJI/29472/1992",1,"agm_3mo",16,2009,1992,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",28,2009,2006,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",26,2009,2007,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",21,2009,2009,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",73,2009,2011,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",106,2009,2006,"DENV3","#e31a1c"
"DENV3/NICARAGUA/BIDV4753/2009","DENV3/MYANMAR/80931/2008",1,"agm_3mo",17,2009,2008,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",15,2006,1974,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",13,2006,2006,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/FIJI/29472/1992",1,"agm_3mo",26,2006,1992,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",71,2006,2006,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV1/PERU/IQT6152/2000",1,"agm_3mo",11,2006,2000,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",24,2006,2009,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/PUERTO_RICO/S228762/1963",1,"agm_3mo",10,2006,1963,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",92,2006,2011,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",128,2006,2006,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/429965/2006","DENV3/MYANMAR/80931/2008",1,"agm_3mo",24,2006,2008,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",12,1963,1974,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV1/VIETNAM/BIDV1937/2008",1,"agm_3mo",10,1963,2008,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",10,1963,2003,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV2/NICARAGUA/BIDV533/2005",1,"agm_3mo",16,1963,2005,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV2/PERU/IQT2913/1996",1,"agm_3mo",12,1963,1996,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",17,1963,2006,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",21,1963,2008,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV3/FIJI/29472/1992",1,"agm_3mo",18,1963,1992,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",74,1963,2006,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",66,1963,2007,"DENV3","#e31a1c"
"DENV3/PUERTO_RICO/S228762/1963","DENV4/PUERTO_RICO/BIDV2446/1999",1,"agm_3mo",39,1963,1999,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",11,1978,2006,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/FIJI/29472/1992",1,"agm_3mo",17,1978,1992,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",41,1978,2006,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",48,1978,2007,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",56,1978,2011,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",19,1978,2006,"DENV3","#e31a1c"
"DENV3/INDONESIA/SLEMANDELTA30/1978","DENV3/MYANMAR/80931/2008",1,"agm_3mo",13,1978,2008,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",16,2006,1974,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV1/VIETNAM/BIDV1937/2008",1,"agm_3mo",10,2006,2008,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",29,2006,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/TONGA/DELTA30/1974",1,"agm_3mo",12,2006,1974,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/VIETNAM/AC21/2003",1,"agm_3mo",23,2006,2003,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/VIETNAM/AC20/2003",1,"agm_3mo",14,2006,2003,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",14,2006,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",15,2006,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",13,2006,2008,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/FIJI/29472/1992",1,"agm_3mo",39,2006,1992,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/VIETNAM/BIDV1329/2006",1,"agm_3mo",174,2006,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/VIETNAM/BIDV1817/2007",1,"agm_3mo",102,2006,2007,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV1/PERU/IQT6152/2000",1,"agm_3mo",12,2006,2000,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV1/MYANMAR/61117/2005",1,"agm_3mo",10,2006,2005,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/CAMBODIA/D2T0601085/2009",1,"agm_3mo",11,2006,2009,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV2/SENEGAL/0674/1970",1,"agm_3mo",10,2006,1970,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/NICARAGUA/BIDV4753/2009",1,"agm_3mo",15,2006,2009,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/PUERTO_RICO/S228762/1963",1,"agm_3mo",12,2006,1963,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/CAMBODIA/AC23/2011",1,"agm_3mo",77,2006,2011,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/PUERTO_RICO/429965/2006",1,"agm_3mo",48,2006,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1329/2006","DENV3/MYANMAR/80931/2008",1,"agm_3mo",41,2006,2008,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV1/NAURU/WESTERNPACIFICDELTA30/1974",1,"agm_3mo",11,2007,1974,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV1/PUERTO_RICO/BIDV852/2006",1,"agm_3mo",17,2007,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV2/NICARAGUA/BIDV571/2006",1,"agm_3mo",14,2007,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV2/VIETNAM/BIDV735/2006",1,"agm_3mo",19,2007,2006,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV2/MALAYSIA/DKD811/2008",1,"agm_3mo",13,2007,2008,"DENV3","#e31a1c"
"DENV3/VIETNAM/BIDV1817/2007","DENV3/FIJI/29472/1992",1,"agm_3mo",43,2007,1992,"DENV3","#e31a1c"
