"type","name","",""
"antigen","6022_V7_C24","-1.81491855453974","0.0926370062261771"
"antigen","6146_V7_C23","-0.666947827799976","2.07045071633744"
"antigen","62357_14_D3_4589","-2.1310360396643","-2.91973819359182"
"antigen","6240_08_TA5_4622","-2.29616575524126","-2.5943692132672"
"antigen","6322_V4_C1","3.4174705396206","5.58289253996506"
"antigen","6471_V1_C16","8.51377116579345","-0.471924704239619"
"antigen","651_AT_SGA5","0.0254594179238415","0.0399413017958663"
"antigen","651_AT_SGA8","0.261986151022706","0.35411035107369"
"antigen","651_LN_C40","0.618980178736643","0.251015648650278"
"antigen","651_LN_C43","0.780955576213726","0.363311192102041"
"antigen","6535_3","1.05608566469804","-2.91300305321534"
"antigen","6631_V3_C10","-4.44161952098743","-1.93983236089693"
"antigen","6644_V2_C33","-0.458769020283979","-1.67379145397729"
"antigen","6785_V5_C14","-0.948308391499188","0.328003819435206"
"antigen","6838_V1_C35","1.79682164391487","1.25721848227056"
"antigen","700010040_C9_4520","-1.20017093718621","-2.06881772292491"
"antigen","703010054_2A2","4.43586978714396","2.00589811802896"
"antigen","703010131_1E2","2.93807133654089","3.38852244935686"
"antigen","703010200_1E5","-2.81575111601309","-1.94148632421245"
"antigen","703010217_B6","1.37860491538267","1.27436651316124"
"antigen","704010042_2E5","3.00904575571703","2.03356585420539"
"antigen","704809221_1B3","0.89016825751214","1.24201461633657"
"antigen","704810053_2B7","2.96972613369334","2.13619031535397"
"antigen","705010185_TF","2.89390660272022","4.26221863816691"
"antigen","722_G4_16","2.92090926102071","1.97798327030334"
"antigen","92BR020","-2.34960712411751","0.106534911648235"
"antigen","92BR025_9","0.144241126227798","-0.21513954163954"
"antigen","92US715","1.30988859681558","-2.25277698458385"
"antigen","93IN905","-1.4616861139099","0.518736327918004"
"antigen","93MW959","1.07526641949459","1.42990305910048"
"antigen","93TH305","-0.476230473397011","-2.42764392463086"
"antigen","97ZA009","0.0124254447248643","-0.0738111460880044"
"antigen","98_F4_H5_13","-4.51521160316588","-0.360139857230865"
"antigen","AC10_29","1.04660764625993","0.780348896102674"
"antigen","ADA","1.47374032390632","-3.05766545140678"
"antigen","AIIMS731_73105B","2.19091795179707","1.09645040947493"
"antigen","AIIMS731_73105C","2.08052954687669","1.03613914348811"
"antigen","AIIMS731_73105D","2.05812129377107","1.10597484166124"
"antigen","AIIMS731_73105E","2.06625803090428","1.23160623375589"
"antigen","AIIMS731_73105H","-0.276027033225421","-2.38446037706327"
"antigen","AIIMS731_73106F","-0.0726530706893753","-2.88556097896561"
"antigen","AMC009_1B5","-2.12927210411246","-1.04432870825258"
"antigen","APV_13","-1.47050713152385","-0.33282832447037"
"antigen","APV_17","-1.89085205703417","-0.581639657243185"
"antigen","B004_ENV02","-0.0200311379063646","-5.91635725869266"
"antigen","B005_ENV03","-3.38324865579828","0.282527436331204"
"antigen","B005018_8_F6_3","1.94138208167897","0.690652694917001"
"antigen","B006_ENV02","-2.35122289495875","1.54785698289049"
"antigen","B006_ENV10","-2.36274076806958","1.55499660841374"
"antigen","B012_ENV02","-2.08696071342758","-1.39360277270292"
"antigen","B013_ENV02","0.11344658278581","0.857476810672528"
"antigen","B016_ENV01","-0.515057364791275","1.57280802961346"
"antigen","B016_ENV02","-3.24352108883648","0.250595498055114"
"antigen","B023_ENV09","2.09734956269121","-0.567745587741735"
"antigen","B024_ENV01","-0.0929626570972987","1.5570497338562"
"antigen","B025_ENV04","-3.00402897464078","-1.11135089401157"
"antigen","B41_9032_08_A1","1.63279651835381","0.275712764506264"
"antigen","BF1266_431A","3.52860776540709","1.28693258174868"
"antigen","BF329","-2.0685297356148","-1.76240654511752"
"antigen","BF591","0.616401098178074","0.00411006389320269"
"antigen","BF703","0.653554084422821","1.2628389576668"
"antigen","CA146_H3_3","-1.49683333115428","0.844271435581062"
"antigen","CA240_A5_5","-2.43540374661041","-0.778517263307496"
"antigen","CA392_H2_6","0.135193101678303","1.24631742930373"
"antigen","CAAN5342","-1.94313757946588","-0.732106396135044"
"antigen","CAP136_1_16_E6_1","-1.61784230096967","-1.68219881202054"
"antigen","CAP177_1A3","1.45532723035571","1.26164437831007"
"antigen","CAP210_E8","5.11055729511562","1.7693774371797"
"antigen","CAP244_D3","4.29577390693184","0.408135006538047"
"antigen","CAP256_SU","0.15202430453042","1.24733668792711"
"antigen","CAP266_2_00_E9_H6","3.07594219934313","3.13706354811229"
"antigen","CAP290_2_00_23_6","2.66029156807501","2.47653592827618"
"antigen","CAP307_2_00_24_1","-0.229475195398068","0.720105517102109"
"antigen","CAP363_2_00_10_3","-0.23515424516015","0.848739701420132"
"antigen","CAP45_G3","2.56465962254973","1.89333736501565"
"antigen","CAP69_1_12_TA7_1","-0.0776398624421428","2.44823032607474"
"antigen","CE0393_C3","3.13095009386886","1.93997961591105"
"antigen","CE1086_B2","1.68520790200671","-1.11565042374011"
"antigen","CE1172_H1","0.106456419731445","2.13994387028283"
"antigen","CE1176_A3","0.410008681737684","0.777205342681928"
"antigen","CE2010_F5","-2.0753110247912","-4.005512379658"
"antigen","CE2052_G10","2.10527345537169","1.09810804296212"
"antigen","CE2060_G9","2.98454239156365","1.27676992364468"
"antigen","CH505_TF","2.6339947681311","0.826918910046621"
"antigen","CH505_TF_DELGLY3_197","2.70432263682498","0.464596777287791"
"antigen","CH505_TF_DELGLY3_276","2.74793120022552","0.284721183378773"
"antigen","CH505_TF_DELGLY3_461","2.91276418002524","0.346085864349695"
"antigen","CH505_TF_DELGLY4","2.71539674671432","0.228214134870298"
"antigen","CH505_TF_G458Y","4.78402837751339","0.547521966477961"
"antigen","CH505_TF_N279K","5.20537170945269","0.848012961010929"
"antigen","CH505_TF_N279K_G458Y","4.82432076853343","0.209699794380012"
"antigen","CH505_TF_N279K_N280D_G458Y","4.76488939837123","0.272233425933143"
"antigen","CH505_W4_3","2.38203133331316","0.693918398667288"
"antigen","CNE10","-0.146213450452522","-1.96760192683234"
"antigen","CNE12","-1.5019382347109","-1.43547787086731"
"antigen","CNE14","-1.25368145387824","-1.6497538870056"
"antigen","CNE17","1.47883983104053","2.04418624426577"
"antigen","CNE4","-0.681871423204084","-2.27040356446081"
"antigen","CNE57","-1.88664011072076","-1.38492077893221"
"antigen","CNE58","1.36280198503475","1.12712526132364"
"antigen","CT072_56_7","0.565908789002217","1.68873334395912"
"antigen","CT140_140_B6","-0.182403050248521","2.53156422693768"
"antigen","CT565_C7_48","3.46114575769389","2.57424228719771"
"antigen","CT966_E1_7","0.961736016970243","1.4542402650728"
"antigen","DH12","1.11883115855883","0.150838388014769"
"antigen","DU123_06","1.79378302628861","0.724210839442563"
"antigen","DU151_02","1.00654073799925","1.41622011958724"
"antigen","DU156_12","0.324637391603572","0.844850927624601"
"antigen","DU172_17","-3.79445998900819","-1.94005819532696"
"antigen","DU422_1","-3.52885779206669","-0.170173890008087"
"antigen","HT593_1","2.84971625440107","-2.85869257023923"
"antigen","JRCSF","2.99931313437569","-2.96231377438979"
"antigen","JRCSF_N156Q","0.364996859365974","-5.38952104517536"
"antigen","JRCSF_N186Q","3.39175801958767","-4.3030704443397"
"antigen","JRCSF_N197Q","0.255712172886243","-5.05607820441125"
"antigen","JRCSF_N276Q","3.05311863902168","-4.4489846301841"
"antigen","JRCSF_N295Q","3.38744669874144","-2.57104305274816"
"antigen","JRCSF_N301Q","0.640989821078419","-5.18327114524829"
"antigen","JRCSF_N332Q","2.73836204571992","-3.0062671760597"
"antigen","JRCSF_N386Q","3.2693303494254","-3.34011274926644"
"antigen","JRCSF_N392Q","3.3012921003005","-2.54042074576723"
"antigen","JRCSF_N397Q","3.29015535877527","-4.1815188887003"
"antigen","JRCSF_N411Q","3.49447842787524","-4.24954814347947"
"antigen","JRCSF_N448Q","3.25269601561392","-4.28539551616594"
"antigen","JRCSF_N461Q","3.2460179616405","-4.24773848709264"
"antigen","JRFL","0.0288643330415008","-2.59832316669983"
"antigen","JRFL_D197N","1.59909343487148","-4.56748946480263"
"antigen","JRFL_E168K","2.1237622835559","-4.22184754167651"
"antigen","KO243_H6_3","0.792202487291798","1.70844799265309"
"antigen","KO426_N276D","-0.741722507380088","-1.83502787831834"
"antigen","KO426_S278R_N460D_N463D_G471S","0.42518353538836","-0.834030168385035"
"antigen","KO426_T78_10","-0.528892568953638","3.18231076283187"
"antigen","KO459_T68_4","-0.667503179101723","0.928565911126649"
"antigen","KO870_C2_10","2.56423262014164","1.74358730128979"
"antigen","MW965_26","0.374333314994382","-0.533788406187716"
"antigen","QB099_391M_B1","0.370655475532387","0.510020883862068"
"antigen","QB099_391M_C8","0.321005476307139","0.392640222615607"
"antigen","QC406_70M_F3","-0.486890738171124","0.803674205083299"
"antigen","REJO4541_67","2.43928487807482","-1.15117737565338"
"antigen","RHPA4259_7","-0.957011435958044","-0.390335126243811"
"antigen","SC05_8C11_2344","0.197803499955594","-1.28391557586885"
"antigen","SC422_8","0.474242270714792","-0.1204025923335"
"antigen","SC45_4B5_2631","1.81541749643064","-4.56957315908393"
"antigen","SO032_A2_8_1","-2.09753231425757","-0.00902829660956131"
"antigen","SO431_C1_1","-0.783341522824959","-1.8996600644121"
"antigen","SO607_B6_9","-3.35286982402493","-3.33007689025593"
"antigen","SS1196_1","1.16695047110861","-0.783373064191001"
"antigen","THRO4156","3.68045534300825","-1.17632492156774"
"antigen","TRJO4551_58","-1.19925733318931","-0.937525897193658"
"antigen","TRO_11","-1.18868964238233","-0.0870405305931697"
"antigen","TV1_29","2.06388040057624","0.853670980368585"
"antigen","TZA125_17","1.67371549329254","2.79856873626195"
"antigen","TZBD_02","1.75320946819033","1.33202970825411"
"antigen","V704_0026_231_RE_PBSGA001_S","1.06274555982988","-1.91207342657606"
"antigen","V704_0372_250_RE_PBLIB001_S","-1.23932936111913","-0.812221079055019"
"antigen","V704_0445_180_RE_CON_S","3.02340684681852","0.058669410785584"
"antigen","V704_0856_240_RE_PB001_S","0.981448601240794","-2.03539410992974"
"antigen","V704_0886_250_RE_P001S","0.697977206375349","-3.00225993038308"
"antigen","V704_0944_180_RE_CS","-2.58188009955976","-2.58072540745603"
"antigen","V704_1528_240_RE_PBLIB_001_S","0.919492595270095","-2.65999398179774"
"antigen","V704_1783_150_RE_CS","0.419975642392312","-2.70452652536756"
"antigen","V704_2095_130_RE_CS","0.570157208938315","-1.87654521233729"
"antigen","V704_2555_240_RE_CON_S_VPUG","1.24561958253299","-3.57220261908496"
"antigen","V704_2834_210_RE_PB001_S","-1.20063757278893","-2.65234714470855"
"antigen","V704_2834_210_RE_PB002_S","-0.809565356407005","-2.81097709135861"
"antigen","V704_2839_140_RE_CS","-2.38894976217499","-1.98149144108329"
"antigen","VA40774","-2.14884758414931","-4.36796807338823"
"antigen","WITO4160_33","0.61206558767047","-2.19253508128408"
"antigen","X2278_C2_B6","1.08664522975847","0.674270714532246"
"antigen","YU2","-0.672754764063015","-1.38741059478252"
"antigen","ZA012_29","-0.996978719919526","1.47070956463597"
"antigen","ZM106_9","1.27808342925015","1.79847053105176"
"antigen","ZM109_4","2.62786333622128","0.575206020649289"
"antigen","ZM135_10A","-3.5006389493587","-3.21111763459454"
"antigen","ZM197_7","1.75574686480521","0.264587614274305"
"antigen","ZM214_15","-2.88732362663988","-1.31531132892769"
"antigen","ZM215_8","-1.14002552211503","-0.207204251538987"
"antigen","ZM233_6","-3.58207570274329","-1.4925716653565"
"antigen","ZM246F","-2.4985190337037","-1.53004668131611"
"antigen","ZM247_V1","-0.0480444476549562","0.329235066896799"
"antigen","ZM249_1","3.30109093668595","0.867648596747773"
"antigen","ZM53_12","2.50853416819147","1.16794489383269"
"antigen","ZM55_28A","0.457678119114438","2.37795747398648"
"sera","1.00E+09","0.742504075128318","-0.402337572191616"
"sera","10-1074","-1.84502528593079","0.447440949340176"
"sera","10-1074-LS","2.39604406973686","-2.42797872658463"
"sera","10E8v4","0.243111832085508","-1.23122940349654"
"sera","17b","NaN","NaN"
"sera","1F7","-3.7977554278961","-4.93549772360949"
"sera","2F5","2.85908176235163","-6.28359864026095"
"sera","2G12","1.97047772067071","-6.58827449415141"
"sera","35O22","5.15409699655","-3.06953672893255"
"sera","3BNC117","0.563346876947001","-0.972952967306503"
"sera","3BNC117-LS","-0.340358471125912","-2.60461631936933"
"sera","4.00E+10","2.80089565584261","-1.83820669171214"
"sera","447-52D","-1.13755965633671","-1.08456181922874"
"sera","561_01_18","0.0271836061523057","-2.16664100695028"
"sera","b12","4.05527897331295","-5.23273232758056"
"sera","b6","-3.27883274517003","-7.74317739836298"
"sera","CH01","4.74897347138079","0.0682041881874537"
"sera","CH01+VRC-CH31","-0.187207213917838","-2.16611767773181"
"sera","CH103","3.70590007895699","6.10865254721883"
"sera","CH235","NaN","NaN"
"sera","CH235.12","2.02364888352043","1.84201722992346"
"sera","DH270.4","-0.944569842319693","-0.701472309240578"
"sera","DH511.2","0.645655448173409","-0.88550955105063"
"sera","F105","NaN","NaN"
"sera","F425 B4e8","2.31791039837778","-4.08770219240087"
"sera","HJ16","4.5549457164117","-5.33794131940591"
"sera","N6","0.567600590538876","0.180288896207931"
"sera","N6-LS","0.586362573968357","-0.859021340942172"
"sera","NIH45-46","-0.0223224895431993","-1.20633478771125"
"sera","PG16","2.96262669135846","0.918845968242429"
"sera","PG9","2.80924458759923","1.24504511957892"
"sera","PGDM1400","2.64130934770485","2.20106137290076"
"sera","PGT121","-1.71581482229677","0.379369723540815"
"sera","PGT121.414.LS","2.88576213318569","-2.49806318937765"
"sera","PGT126","-2.1416188866282","-0.818252993209171"
"sera","PGT128","-2.0865642557103","0.609445196902978"
"sera","PGT145","1.58026359717379","3.22506918784857"
"sera","PGT151","0.891236509213883","-1.1899394068498"
"sera","sCD4","2.05626211781083","-3.02185438578295"
"sera","VRC-CH31","1.06177964334283","-0.965335496636514"
"sera","VRC-PG04","-0.397533063083998","1.49561113221411"
"sera","VRC01","0.575981910019655","-1.11012312868851"
"sera","VRC03","5.45053897687704","1.28753565892048"
"sera","VRC07","0.603930865544314","-0.652385879106154"
"sera","VRC07-523-LS","0.335437336604877","-0.863087854448632"
"sera","VRC13","1.48489995131219","-0.98755494663536"
"sera","VRC26.08","2.44397899041525","3.61957144497081"
"sera","VRC26.25","1.44533358387928","3.53433364228627"
"sera","VRC26.25-LS","NaN","NaN"
"sera","VRC34.01","1.36772956468613","3.65631005863732"
"sera","X5","-2.23958594370632","-6.70744416708563"
