"","V1","V2","V3","V4","V5"
"V/A/Lyon/1781/1996",6.94352659245526,7.71741487478852,7.08059453568388,7.66253013143801,7.77631026510794
"V/A/Netherlands/91/1996",7.4498325866279,5.05922534876215,7.88874624161417,4.90626974453778,5.6568501817476
"V/A/Singapore/1/1996",6.63442481700406,7.38421804033739,5.94674467210506,7.5628247805962,8.31861330049701
"S/A/Auckland/10/1997",7.92319259538939,9.01404582752468,8.92345096358682,9.97771491384226,8.43522893730208
"S/A/Netherlands/286/1997",7.40519559195541,7.75106821903911,6.25434201498871,7.73558695608814,7.97456602076358
"S/A/Sydney/5/1997",8.17184032827674,8.49117571322163,9.12461377425569,11.8181395021261,9.19059823671709
"V/A/Auckland/10/1997",7.82800038329685,9.38381843683911,8.86366802979162,11.0272834452711,8.82760180039334
"V/A/HongKong/1/1997",6.68547502655081,7.85185820490776,5.838004229914,8.20186677790783,7.12910089124916
"V/A/HongKong/280/1997",8.12098097517241,9.53617443232041,6.67162888716021,8.56207968120579,7.29297239686443
"V/A/Johannesburg/10/1997",6.14059963764642,7.54106691479376,5.49936639379086,7.80418002664963,6.79180658614966
"V/A/Netherlands/300/1997",7.65467549145514,9.47756598959777,8.64999014522388,10.7076783974689,8.50715681005225
"V/A/Nice/491/1997",8.27739244820467,9.92795760318988,7.04411096486081,7.73181898768735,8.23875462835428
"V/A/Oslo/21/1997",6.98908912093427,8.17437080958217,5.73454196821259,6.8932518223912,7.144163534072
"V/A/Oslo/244/1997",6.58541451424741,7.72858394970438,6.60753309650357,7.8530899207451,7.51287541045441
"V/A/Sydney/5/1997",8.59253882397121,9.82698653584984,9.25452197295585,10.8920891066476,9.12901890561768
"S/A/Netherlands/5/1998",7.83014455312759,8.53480753469594,5.29412115502483,7.6960712735028,8.40662320958274
"V/A/Netherlands/414/1998",8.3148780420465,8.81596179993027,8.59743938645087,9.54540341204769,8.66185940533263
"V/A/Netherlands/427/1998",8.97462613814069,9.3130131853156,10.0593484366762,10.2556060615053,8.86926081968211
"V/A/Netherlands/462/1998",8.5614973014892,9.04592762439534,8.73108598632472,9.8535945942406,8.77042702029555
"V/A/Netherlands/5/1998",7.14729427343487,7.73329266087198,5.3101269970415,7.25996110116816,7.71257964338442
"S/A/Moscow/10/1999",9.46544137115552,9.47169054203461,9.59441326570493,10.2263544766391,9.35524269846304
"S/A/Panama/2007/1999",9.42796718380649,9.5192989024328,9.7650657303025,10.577724114885,9.68849977192343
"V/A/Moscow/10/1999",9.23757102847377,8.09510594098851,10.387586335781,9.86948187613443,7.66411066012816
"V/A/Netherlands/301/1999",9.25060538705834,8.91422449104071,9.44267413460576,9.70332901099608,9.38153468387861
"V/A/Panama/2007/1999",9.17618405592866,8.95698211871882,9.47209482055897,9.81412164902517,8.8688594391428
"V/A/Netherlands/3/2000",7.57726920138284,10.8674467062945,9.51627273445007,9.82022403454937,8.09477128718453
"S/A/Netherlands/118/2001",9.17591973630524,9.05601503256919,9.68223319232028,9.93584512319474,8.90674216671575
"S/A/Netherlands/124/2001",9.6688657564669,9.40779218953117,10.0592207183706,10.2748949527146,9.52914117459284
"S/A/Netherlands/126/2001",9.29087356743808,8.96770261136803,9.61227502625992,9.60092880896164,9.21854179369525
"V/A/Netherlands/118/2001",9.44618267389445,9.31681980747222,9.74406776455277,10.128310273037,9.34303022677828
"V/A/Netherlands/124/2001",9.3657214817727,10.2784100262237,8.92864879699095,9.15000266874136,9.11210352609308
"V/A/Netherlands/126/2001",9.27862411541591,9.52995882869544,10.0546969704966,8.71507031664574,8.96467031693751
"S/A/Fujian/411/2002",11.226583589925,13.1320817667433,9.2915696185144,9.5296928002709,11.1624046463416
"S/A/Netherlands/1/2002",9.61625370275397,9.23863655228785,9.09222385610459,9.37540605880074,8.89727231118194
"V/A/Fujian/411/2002",10.8868093827969,12.3433525364033,9.81169589892785,10.1556976929419,11.415317974775
"V/A/Netherlands/1/2002",9.03475350646444,11.1587984782072,9.18074869876666,8.38998364379878,8.62093166864655
"S/A/Netherlands/22/2003",10.919129828347,12.1472061861081,9.55842274377347,9.68836694926484,10.4820185095712
"S/A/Netherlands/88/2003",9.43980963299132,10.3502986013311,9.26339975886819,9.79618364247741,9.29873444031827
"V/A/Finland/170/2003",10.4823192885065,11.5465193290177,9.61016237120971,9.90161325274102,10.3209578080928
"V/A/Netherlands/22/2003",10.8629482551498,12.6369862238454,8.48440706449223,8.6761192844025,10.2050876299596
