"V1","V2","name","antigen","antiserum","Country","Subtype","year"
4.42066742761027,4.45700160137976,"KO426_T78_10",TRUE,FALSE,"SOUTH AFRICA","C",2008
3.52800082293475,3.13568359718273,"KO459_T68_4",TRUE,FALSE,"SOUTH AFRICA","C",2008
2.15539590412201,4.41117435395963,"KO870_C2_10",TRUE,FALSE,"SOUTH AFRICA","C",2008
4.24470957940849,2.09256149802112,"SO032_A2_8_1",TRUE,FALSE,"SOUTH AFRICA","C",2008
4.64975612817414,4.40749675895528,"SO607_B6_9",TRUE,FALSE,"SOUTH AFRICA","C",2008
2.30567657625944,3.4312879224413,"20286961_C1_H8",TRUE,FALSE,"SOUTH AFRICA","C",2009
4.01110200951434,4.05537644844842,"20965238",TRUE,FALSE,"SOUTH AFRICA","C",2009
5.94181737439252,1.47298030182793,"21197826_V1",TRUE,FALSE,"SOUTH AFRICA","C",2009
4.07995617194635,3.89245380157048,"21283649",TRUE,FALSE,"SOUTH AFRICA","C",2009
4.35838461033385,2.22094110449138,"21492713_B11_E3",TRUE,FALSE,"SOUTH AFRICA","C",2009
4.76331034039302,2.28826483423461,"21502011_F12_E2",TRUE,FALSE,"SOUTH AFRICA","C",2009
2.00199351227294,4.00796744304517,"21561324_D3_B5",TRUE,FALSE,"SOUTH AFRICA","C",2009
3.97938606852233,2.880136268832,"CA146_H3_3",TRUE,FALSE,"SOUTH AFRICA","C",2009
3.46343376965261,3.32408625937381,"CAP363_2_00_10_3",TRUE,FALSE,"SOUTH AFRICA","C",2009
0.880010588611508,4.61964825454917,"CT565_C7_48",TRUE,FALSE,"SOUTH AFRICA","C",2009
2.37161807104272,4.01607353179598,"KO243_H6_3",TRUE,FALSE,"SOUTH AFRICA","C",2009
3.54719429537848,1.78942622523292,"093_BT_SGA13",TRUE,FALSE,"SOUTH AFRICA","C",2014
2.01039020551037,2.37606927849306,"093_BT_SGA3",TRUE,FALSE,"SOUTH AFRICA","C",2014
3.60195544068284,4.58748407964003,"186_BT_SGA1",TRUE,FALSE,"SOUTH AFRICA","C",2014
3.16148533825467,2.7990961423603,"318_TF_SGA2",TRUE,FALSE,"SOUTH AFRICA","C",2014
2.27900523037056,2.04245944030842,"329_14_B1",TRUE,FALSE,"INDIA","C",2014
2.71817174594219,1.72991380220374,"329_14_B4",TRUE,FALSE,"INDIA","C",2014
2.12509357793332,1.40251398644202,"330_14_A12",TRUE,FALSE,"INDIA","C",2014
2.39710827089971,1.13825192752126,"330_14_A20",TRUE,FALSE,"INDIA","C",2014
3.52199630060312,2.57946157428373,"036_BT_SGA4",TRUE,FALSE,"SOUTH AFRICA","C",2015
2.49233753147239,2.39493574798426,"093_AT_SGA1",TRUE,FALSE,"SOUTH AFRICA","C",2015
4.16294368469472,4.66316508410824,"102_BT_SGA3",TRUE,FALSE,"SOUTH AFRICA","C",2015
3.81345460698279,1.51125494857002,"186_AT_SGA1",TRUE,FALSE,"SOUTH AFRICA","C",2015
3.99290747486434,1.69416131458222,"186_AT_SGA5",TRUE,FALSE,"SOUTH AFRICA","C",2015
4.5707873500589,3.37098730277832,"329_15_A1",TRUE,FALSE,"INDIA","C",2015
4.17846517411611,1.79013397225922,"329_15_B1",TRUE,FALSE,"INDIA","C",2015
4.15951738800702,0.904741633964554,"330_15_C36",TRUE,FALSE,"INDIA","C",2015
4.28674506615138,1.04190805710049,"330_15_D36",TRUE,FALSE,"INDIA","C",2015
4.86367426906842,1.73463489304256,"330_15_E36",TRUE,FALSE,"INDIA","C",2015
3.68618754482756,4.33882204606465,"451_AT_SGA5",TRUE,FALSE,"SOUTH AFRICA","C",2015
2.67133746000933,2.88231127932566,"451_TF_SGA2",TRUE,FALSE,"SOUTH AFRICA","C",2015
