"virusStrain","serumStrain","titer","virusYear","serumYear","cluster","color"
"A/Netherlands/935/1992","A/Victoria/2/1990","5120",1992,1990,"BE89","red"
"A/Netherlands/935/1992","A/Netherlands/172/1996","20",1992,1996,"BE89","red"
"A/Netherlands/935/1992","A/Wellington/4/1985","320",1992,1985,"BE89","red"
"A/Netherlands/935/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Netherlands/935/1992","A/Colorado/2/1986","1280",1992,1986,"BE89","red"
"A/Netherlands/935/1992","A/Shanghai/11/1987","320",1992,1987,"BE89","red"
"A/Netherlands/935/1992","A/Netherlands/620/1989","5120",1992,1989,"BE89","red"
"A/Netherlands/935/1992","A/Beijing/353/1989","2560",1992,1989,"BE89","red"
"A/Netherlands/935/1992","A/Shandong/9/1993","40",1992,1993,"BE89","red"
"A/Netherlands/935/1992","A/Johannesburg/33/1994","15",1992,1994,"BE89","red"
"A/Netherlands/935/1992","A/Finland/338/1995","40",1992,1995,"BE89","red"
"A/Netherlands/935/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Netherlands/935/1992","A/Lyon/2279/1995","30",1992,1995,"BE89","red"
"A/Paris/583/1992","A/Netherlands/450/1988","403",1992,1988,"BE89","red"
"A/Paris/583/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Paris/583/1992","A/Netherlands/172/1996","10",1992,1996,"BE89","red"
"A/Paris/583/1992","A/Wellington/4/1985","202",1992,1985,"BE89","red"
"A/Paris/583/1992","A/Sichuan/2/1987","50",1992,1987,"BE89","red"
"A/Paris/583/1992","A/Colorado/2/1986","403",1992,1986,"BE89","red"
"A/Paris/583/1992","A/Shanghai/11/1987","101",1992,1987,"BE89","red"
"A/Paris/583/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Paris/583/1992","A/Beijing/353/1989","806",1992,1989,"BE89","red"
"A/Paris/583/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/Paris/583/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/Paris/583/1992","A/Finland/338/1995","25",1992,1995,"BE89","red"
"A/Paris/583/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Paris/583/1992","A/Lyon/2279/1995","<5",1992,1995,"BE89","red"
"A/Paris/614/1992","A/Netherlands/450/1988","640",1992,1988,"BE89","red"
"A/Paris/614/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Paris/614/1992","A/Netherlands/172/1996","20",1992,1996,"BE89","red"
"A/Paris/614/1992","A/Wellington/4/1985","320",1992,1985,"BE89","red"
"A/Paris/614/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Paris/614/1992","A/Colorado/2/1986","640",1992,1986,"BE89","red"
"A/Paris/614/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Paris/614/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Paris/614/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/Paris/614/1992","A/Shandong/9/1993","40",1992,1993,"BE89","red"
"A/Paris/614/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/Paris/614/1992","A/Finland/338/1995","18",1992,1995,"BE89","red"
"A/Paris/614/1992","A/Nanchang/933/1995","10",1992,1995,"BE89","red"
"A/Paris/614/1992","A/Lyon/2279/1995","<10",1992,1995,"BE89","red"
"A/SouthAustralia/8/1992","A/Netherlands/450/1988","226",1992,1988,"BE89","red"
"A/SouthAustralia/8/1992","A/Victoria/2/1990","905",1992,1990,"BE89","red"
"A/SouthAustralia/8/1992","A/Netherlands/172/1996","10",1992,1996,"BE89","red"
"A/SouthAustralia/8/1992","A/Wellington/4/1985","57",1992,1985,"BE89","red"
"A/SouthAustralia/8/1992","A/Sichuan/2/1987","57",1992,1987,"BE89","red"
"A/SouthAustralia/8/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/SouthAustralia/8/1992","A/Shanghai/11/1987","113",1992,1987,"BE89","red"
"A/SouthAustralia/8/1992","A/Netherlands/620/1989","905",1992,1989,"BE89","red"
"A/SouthAustralia/8/1992","A/Beijing/353/1989","453",1992,1989,"BE89","red"
"A/SouthAustralia/8/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/SouthAustralia/8/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/SouthAustralia/8/1992","A/Finland/338/1995","40",1992,1995,"BE89","red"
"A/SouthAustralia/8/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/SouthAustralia/8/1992","A/Lyon/2279/1995","10",1992,1995,"BE89","red"
"A/SouthAustralia/23/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/SouthAustralia/23/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/SouthAustralia/23/1992","A/Netherlands/172/1996","10",1992,1996,"BE89","red"
"A/SouthAustralia/23/1992","A/Wellington/4/1985","80",1992,1985,"BE89","red"
"A/SouthAustralia/23/1992","A/Sichuan/2/1987","160",1992,1987,"BE89","red"
"A/SouthAustralia/23/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/SouthAustralia/23/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/SouthAustralia/23/1992","A/Netherlands/620/1989","640",1992,1989,"BE89","red"
"A/SouthAustralia/23/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/SouthAustralia/23/1992","A/Shandong/9/1993","10",1992,1993,"BE89","red"
"A/SouthAustralia/23/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/SouthAustralia/23/1992","A/Finland/338/1995","20",1992,1995,"BE89","red"
"A/SouthAustralia/23/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/SouthAustralia/23/1992","A/Lyon/2279/1995","<5",1992,1995,"BE89","red"
"A/SouthAustralia/27/1992","A/Netherlands/450/1988","160",1992,1988,"BE89","red"
"A/SouthAustralia/27/1992","A/Victoria/2/1990","640",1992,1990,"BE89","red"
"A/SouthAustralia/27/1992","A/Netherlands/172/1996","20",1992,1996,"BE89","red"
"A/SouthAustralia/27/1992","A/Wellington/4/1985","80",1992,1985,"BE89","red"
"A/SouthAustralia/27/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/SouthAustralia/27/1992","A/Colorado/2/1986","160",1992,1986,"BE89","red"
"A/SouthAustralia/27/1992","A/Shanghai/11/1987","80",1992,1987,"BE89","red"
"A/SouthAustralia/27/1992","A/Netherlands/620/1989","640",1992,1989,"BE89","red"
"A/SouthAustralia/27/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/SouthAustralia/27/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/SouthAustralia/27/1992","A/Johannesburg/33/1994","20",1992,1994,"BE89","red"
"A/SouthAustralia/27/1992","A/Finland/338/1995","40",1992,1995,"BE89","red"
"A/SouthAustralia/27/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/SouthAustralia/27/1992","A/Lyon/2279/1995","40",1992,1995,"BE89","red"
"A/Stockholm/7/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Stockholm/7/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Stockholm/7/1992","A/Netherlands/172/1996","<10",1992,1996,"BE89","red"
"A/Stockholm/7/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Stockholm/7/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Stockholm/7/1992","A/Colorado/2/1986","640",1992,1986,"BE89","red"
"A/Stockholm/7/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Stockholm/7/1992","A/Netherlands/620/1989","5120",1992,1989,"BE89","red"
"A/Stockholm/7/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/Stockholm/7/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/Stockholm/7/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/Stockholm/7/1992","A/Finland/338/1995","<5",1992,1995,"BE89","red"
"A/Stockholm/7/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Stockholm/7/1992","A/Lyon/2279/1995","<5",1992,1995,"BE89","red"
"A/Paris/467/1992","A/Netherlands/450/1988","905",1992,1988,"BE89","red"
"A/Paris/467/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Paris/467/1992","A/Netherlands/172/1996","10",1992,1996,"BE89","red"
"A/Paris/467/1992","A/Wellington/4/1985","640",1992,1985,"BE89","red"
"A/Paris/467/1992","A/Sichuan/2/1987","113",1992,1987,"BE89","red"
"A/Paris/467/1992","A/Colorado/2/1986","1280",1992,1986,"BE89","red"
"A/Paris/467/1992","A/Shanghai/11/1987","113",1992,1987,"BE89","red"
"A/Paris/467/1992","A/Netherlands/620/1989","5120",1992,1989,"BE89","red"
"A/Paris/467/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Paris/467/1992","A/Shandong/9/1993","30",1992,1993,"BE89","red"
"A/Paris/467/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/Paris/467/1992","A/Finland/338/1995","20",1992,1995,"BE89","red"
"A/Paris/467/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Paris/467/1992","A/Lyon/2279/1995","12",1992,1995,"BE89","red"
"A/Tilburg/5957/1992","A/Netherlands/450/1988","640",1992,1988,"BE89","red"
"A/Tilburg/5957/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Tilburg/5957/1992","A/Netherlands/172/1996","15",1992,1996,"BE89","red"
"A/Tilburg/5957/1992","A/Wellington/4/1985","320",1992,1985,"BE89","red"
"A/Tilburg/5957/1992","A/Sichuan/2/1987","113",1992,1987,"BE89","red"
"A/Tilburg/5957/1992","A/Colorado/2/1986","905",1992,1986,"BE89","red"
"A/Tilburg/5957/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Tilburg/5957/1992","A/Netherlands/620/1989","3620",1992,1989,"BE89","red"
"A/Tilburg/5957/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Tilburg/5957/1992","A/Shandong/9/1993","40",1992,1993,"BE89","red"
"A/Tilburg/5957/1992","A/Johannesburg/33/1994","15",1992,1994,"BE89","red"
"A/Tilburg/5957/1992","A/Finland/338/1995","35",1992,1995,"BE89","red"
"A/Tilburg/5957/1992","A/Nanchang/933/1995","10",1992,1995,"BE89","red"
"A/Tilburg/5957/1992","A/Lyon/2279/1995","10",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/HongKong/1/1968","<10",1992,1968,"BE89","red"
"A/Beijing/32/1992","A/England/42/1972","<10",1992,1972,"BE89","red"
"A/Beijing/32/1992","A/PortChalmers/1/1973","<10",1992,1973,"BE89","red"
"A/Beijing/32/1992","A/Scotland/840/1974","<10",1992,1974,"BE89","red"
"A/Beijing/32/1992","A/Leningrad/360/1986","<10",1992,1986,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/450/1988","80",1992,1988,"BE89","red"
"A/Beijing/32/1992","A/Victoria/2/1990","<40",1992,1990,"BE89","red"
"A/Beijing/32/1992","A/Lyon/1149/1991","55",1992,1991,"BE89","red"
"A/Beijing/32/1992","A/Madrid/G252/1993","40",1992,1993,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/1/1995","73",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/218/1995","48",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/172/1996","48",1992,1996,"BE89","red"
"A/Beijing/32/1992","A/Bangkok/1/1979","<10",1992,1979,"BE89","red"
"A/Beijing/32/1992","A/Texas/1/1977","<10",1992,1977,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/620/1989","160",1992,1989,"BE89","red"
"A/Beijing/32/1992","A/Guizhou/54/1989","40",1992,1989,"BE89","red"
"A/Beijing/32/1992","A/Beijing/353/1989","79",1992,1989,"BE89","red"
"A/Beijing/32/1992","A/Beijing/32/1992","735",1992,1992,"BE89","red"
"A/Beijing/32/1992","A/HongKong/34/1990","10240",1992,1990,"BE89","red"
"A/Beijing/32/1992","A/Beijing/32/1992","905",1992,1992,"BE89","red"
"A/Beijing/32/1992","A/Shandong/9/1993","320",1992,1993,"BE89","red"
"A/Beijing/32/1992","A/Guangdong/25/1993","96",1992,1993,"BE89","red"
"A/Beijing/32/1992","A/Johannesburg/33/1994","97",1992,1994,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/47/1995","16",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/Nanchang/933/1995","15",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/Lyon/2279/1995","23",1992,1995,"BE89","red"
"A/Beijing/32/1992","A/Singapore/1/1996","15",1992,1996,"BE89","red"
"A/Beijing/32/1992","A/Auckland/10/1997","<10",1992,1997,"BE89","red"
"A/Beijing/32/1992","A/Victoria/3/1975","<10",1992,1975,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/18/1994","<10",1992,1994,"BE89","red"
"A/Beijing/32/1992","A/HongKong/107/1971","<10",1992,1971,"BE89","red"
"A/Beijing/32/1992","A/Philipdarkgreens/2/1982","<10",1992,1982,"BE89","red"
"A/Beijing/32/1992","A/Beijing/32/1992","1093",1992,1992,"BE89","red"
"A/Beijing/32/1992","A/Netherlands/286/1997","23",1992,1997,"BE89","red"
"A/Beijing/32/1992","A/Sydney/5/1997","<10",1992,1997,"BE89","red"
"A/Netherlands/938/1992","A/Netherlands/450/1988","640",1992,1988,"BE92","pink"
"A/Netherlands/938/1992","A/Victoria/2/1990","<40",1992,1990,"BE92","pink"
"A/Netherlands/938/1992","A/Lyon/1149/1991","127",1992,1991,"BE92","pink"
"A/Netherlands/938/1992","A/Madrid/G252/1993","20",1992,1993,"BE92","pink"
"A/Netherlands/938/1992","A/Netherlands/172/1996","70",1992,1996,"BE92","pink"
"A/Netherlands/938/1992","A/Sichuan/2/1987","80",1992,1987,"BE92","pink"
"A/Netherlands/938/1992","A/Shanghai/11/1987","5120",1992,1987,"BE92","pink"
"A/Netherlands/938/1992","A/Netherlands/620/1989","1280",1992,1989,"BE92","pink"
"A/Netherlands/938/1992","A/Beijing/353/1989","127",1992,1989,"BE92","pink"
"A/Netherlands/938/1992","A/Beijing/32/1992","479",1992,1992,"BE92","pink"
"A/Netherlands/938/1992","A/HongKong/34/1990","6451",1992,1990,"BE92","pink"
"A/Netherlands/938/1992","A/Beijing/32/1992","640",1992,1992,"BE92","pink"
"A/Netherlands/938/1992","A/Shandong/9/1993","733",1992,1993,"BE92","pink"
"A/Netherlands/938/1992","A/Guangdong/25/1993","100",1992,1993,"BE92","pink"
"A/Netherlands/938/1992","A/Johannesburg/33/1994","140",1992,1994,"BE92","pink"
"A/Netherlands/938/1992","A/Finland/338/1995","70",1992,1995,"BE92","pink"
"A/Netherlands/938/1992","A/Lyon/2279/1995","30",1992,1995,"BE92","pink"
"A/Netherlands/938/1992","A/Netherlands/18/1994","18",1992,1994,"BE92","pink"
"A/Sendai/C273/1992","A/Netherlands/450/1988","<10",1992,1988,"BE92","pink"
"A/Sendai/C273/1992","A/Victoria/2/1990","<40",1992,1990,"BE92","pink"
"A/Sendai/C273/1992","A/Lyon/1149/1991","<40",1992,1991,"BE92","pink"
"A/Sendai/C273/1992","A/Madrid/G252/1993","40",1992,1993,"BE92","pink"
"A/Sendai/C273/1992","A/Netherlands/172/1996","35",1992,1996,"BE92","pink"
"A/Sendai/C273/1992","A/Sichuan/2/1987","<10",1992,1987,"BE92","pink"
"A/Sendai/C273/1992","A/Shanghai/11/1987","<10",1992,1987,"BE92","pink"
"A/Sendai/C273/1992","A/Netherlands/620/1989","40",1992,1989,"BE92","pink"
"A/Sendai/C273/1992","A/Beijing/32/1992","306",1992,1992,"BE92","pink"
"A/Sendai/C273/1992","A/HongKong/34/1990","226",1992,1990,"BE92","pink"
"A/Sendai/C273/1992","A/Beijing/32/1992","320",1992,1992,"BE92","pink"
"A/Sendai/C273/1992","A/Shandong/9/1993","1197",1992,1993,"BE92","pink"
"A/Sendai/C273/1992","A/Guangdong/25/1993","80",1992,1993,"BE92","pink"
"A/Sendai/C273/1992","A/Johannesburg/33/1994","160",1992,1994,"BE92","pink"
"A/Sendai/C273/1992","A/Finland/338/1995","480",1992,1995,"BE92","pink"
"A/Sendai/C273/1992","A/Lyon/2279/1995","35",1992,1995,"BE92","pink"
"A/Sendai/C273/1992","A/Netherlands/18/1994","10",1992,1994,"BE92","pink"
"A/Stockholm/12/1992","A/Netherlands/450/1988","80",1992,1988,"BE92","pink"
"A/Stockholm/12/1992","A/Victoria/2/1990","<40",1992,1990,"BE92","pink"
"A/Stockholm/12/1992","A/Lyon/1149/1991","20",1992,1991,"BE92","pink"
"A/Stockholm/12/1992","A/Netherlands/172/1996","80",1992,1996,"BE92","pink"
"A/Stockholm/12/1992","A/Sichuan/2/1987","40",1992,1987,"BE92","pink"
"A/Stockholm/12/1992","A/Shanghai/11/1987","80",1992,1987,"BE92","pink"
"A/Stockholm/12/1992","A/Netherlands/620/1989","320",1992,1989,"BE92","pink"
"A/Stockholm/12/1992","A/Beijing/353/1989","320",1992,1989,"BE92","pink"
"A/Stockholm/12/1992","A/Beijing/32/1992","905",1992,1992,"BE92","pink"
"A/Stockholm/12/1992","A/HongKong/34/1990","640",1992,1990,"BE92","pink"
"A/Stockholm/12/1992","A/Shandong/9/1993","1693",1992,1993,"BE92","pink"
"A/Stockholm/12/1992","A/Guangdong/25/1993","320",1992,1993,"BE92","pink"
"A/Stockholm/12/1992","A/Johannesburg/33/1994","733",1992,1994,"BE92","pink"
"A/Stockholm/12/1992","A/Finland/338/1995","1197",1992,1995,"BE92","pink"
"A/Stockholm/12/1992","A/Nanchang/933/1995","20",1992,1995,"BE92","pink"
"A/Stockholm/12/1992","A/Lyon/2279/1995","160",1992,1995,"BE92","pink"
"A/Stockholm/12/1992","A/Netherlands/18/1994","80",1992,1994,"BE92","pink"
"A/Stockholm/13/1992","A/Netherlands/450/1988","2560",1992,1988,"BE89","red"
"A/Stockholm/13/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Stockholm/13/1992","A/Lyon/1149/1991","1280",1992,1991,"BE89","red"
"A/Stockholm/13/1992","A/Netherlands/172/1996","12",1992,1996,"BE89","red"
"A/Stockholm/13/1992","A/Sichuan/2/1987","320",1992,1987,"BE89","red"
"A/Stockholm/13/1992","A/Shanghai/11/1987","640",1992,1987,"BE89","red"
"A/Stockholm/13/1992","A/Netherlands/620/1989","640",1992,1989,"BE89","red"
"A/Stockholm/13/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Stockholm/13/1992","A/Beijing/32/1992","20",1992,1992,"BE89","red"
"A/Stockholm/13/1992","A/Shandong/9/1993","70",1992,1993,"BE89","red"
"A/Stockholm/13/1992","A/Johannesburg/33/1994","<10",1992,1994,"BE89","red"
"A/Stockholm/13/1992","A/Finland/338/1995","20",1992,1995,"BE89","red"
"A/Stockholm/13/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Stockholm/13/1992","A/Lyon/2279/1995","<10",1992,1995,"BE89","red"
"A/Umea/2000/1992","A/Netherlands/450/1988","640",1992,1988,"BE89","red"
"A/Umea/2000/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Umea/2000/1992","A/Lyon/1149/1991","2560",1992,1991,"BE89","red"
"A/Umea/2000/1992","A/Madrid/G252/1993","10",1992,1993,"BE89","red"
"A/Umea/2000/1992","A/Netherlands/172/1996","18",1992,1996,"BE89","red"
"A/Umea/2000/1992","A/Sichuan/2/1987","40",1992,1987,"BE89","red"
"A/Umea/2000/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Umea/2000/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Umea/2000/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/Umea/2000/1992","A/Beijing/32/1992","28",1992,1992,"BE89","red"
"A/Umea/2000/1992","A/HongKong/34/1990","320",1992,1990,"BE89","red"
"A/Umea/2000/1992","A/Beijing/32/1992","80",1992,1992,"BE89","red"
"A/Umea/2000/1992","A/Shandong/9/1993","80",1992,1993,"BE89","red"
"A/Umea/2000/1992","A/Johannesburg/33/1994","15",1992,1994,"BE89","red"
"A/Umea/2000/1992","A/Finland/338/1995","30",1992,1995,"BE89","red"
"A/Umea/2000/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Umea/2000/1992","A/Lyon/2279/1995","15",1992,1995,"BE89","red"
"A/Oviedo/31/1992","A/Netherlands/450/1988","1280",1992,1988,"BE89","red"
"A/Oviedo/31/1992","A/Victoria/2/1990","5120",1992,1990,"BE89","red"
"A/Oviedo/31/1992","A/Netherlands/172/1996","15",1992,1996,"BE89","red"
"A/Oviedo/31/1992","A/Wellington/4/1985","640",1992,1985,"BE89","red"
"A/Oviedo/31/1992","A/Sichuan/2/1987","160",1992,1987,"BE89","red"
"A/Oviedo/31/1992","A/Colorado/2/1986","2560",1992,1986,"BE89","red"
"A/Oviedo/31/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Oviedo/31/1992","A/Netherlands/620/1989","10240",1992,1989,"BE89","red"
"A/Oviedo/31/1992","A/Beijing/353/1989","2560",1992,1989,"BE89","red"
"A/Oviedo/31/1992","A/Shandong/9/1993","25",1992,1993,"BE89","red"
"A/Oviedo/31/1992","A/Johannesburg/33/1994","20",1992,1994,"BE89","red"
"A/Oviedo/31/1992","A/Finland/338/1995","40",1992,1995,"BE89","red"
"A/Oviedo/31/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Oviedo/31/1992","A/Lyon/2279/1995","10",1992,1995,"BE89","red"
"A/Nijmegen/3126/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Nijmegen/3126/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Nijmegen/3126/1992","A/Netherlands/172/1996","30",1992,1996,"BE89","red"
"A/Nijmegen/3126/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Nijmegen/3126/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Nijmegen/3126/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/Nijmegen/3126/1992","A/Shanghai/11/1987","80",1992,1987,"BE89","red"
"A/Nijmegen/3126/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Nijmegen/3126/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Nijmegen/3126/1992","A/Shandong/9/1993","40",1992,1993,"BE89","red"
"A/Nijmegen/3126/1992","A/Johannesburg/33/1994","<10",1992,1994,"BE89","red"
"A/Nijmegen/3126/1992","A/Finland/338/1995","40",1992,1995,"BE89","red"
"A/Nijmegen/3126/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Nijmegen/3126/1992","A/Lyon/2279/1995","10",1992,1995,"BE89","red"
"A/Netherlands/823/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Netherlands/823/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Netherlands/823/1992","A/Netherlands/172/1996","20",1992,1996,"BE89","red"
"A/Netherlands/823/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Netherlands/823/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Netherlands/823/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/Netherlands/823/1992","A/Shanghai/11/1987","80",1992,1987,"BE89","red"
"A/Netherlands/823/1992","A/Netherlands/620/1989","1280",1992,1989,"BE89","red"
"A/Netherlands/823/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Netherlands/823/1992","A/Shandong/9/1993","40",1992,1993,"BE89","red"
"A/Netherlands/823/1992","A/Johannesburg/33/1994","18",1992,1994,"BE89","red"
"A/Netherlands/823/1992","A/Finland/338/1995","20",1992,1995,"BE89","red"
"A/Netherlands/823/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Netherlands/823/1992","A/Lyon/2279/1995","30",1992,1995,"BE89","red"
"A/Paris/320/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Paris/320/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Paris/320/1992","A/Netherlands/172/1996","18",1992,1996,"BE89","red"
"A/Paris/320/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Paris/320/1992","A/Sichuan/2/1987","160",1992,1987,"BE89","red"
"A/Paris/320/1992","A/Colorado/2/1986","640",1992,1986,"BE89","red"
"A/Paris/320/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Paris/320/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Paris/320/1992","A/Beijing/353/1989","1280",1992,1989,"BE89","red"
"A/Paris/320/1992","A/Shandong/9/1993","25",1992,1993,"BE89","red"
"A/Paris/320/1992","A/Johannesburg/33/1994","<10",1992,1994,"BE89","red"
"A/Paris/320/1992","A/Finland/338/1995","35",1992,1995,"BE89","red"
"A/Paris/320/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Paris/320/1992","A/Lyon/2279/1995","20",1992,1995,"BE89","red"
"A/Paris/325/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Paris/325/1992","A/Victoria/2/1990","2560",1992,1990,"BE89","red"
"A/Paris/325/1992","A/Netherlands/172/1996","12",1992,1996,"BE89","red"
"A/Paris/325/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Paris/325/1992","A/Sichuan/2/1987","160",1992,1987,"BE89","red"
"A/Paris/325/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/Paris/325/1992","A/Shanghai/11/1987","80",1992,1987,"BE89","red"
"A/Paris/325/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Paris/325/1992","A/Beijing/353/1989","2560",1992,1989,"BE89","red"
"A/Paris/325/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/Paris/325/1992","A/Johannesburg/33/1994","<10",1992,1994,"BE89","red"
"A/Paris/325/1992","A/Finland/338/1995","35",1992,1995,"BE89","red"
"A/Paris/325/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
"A/Paris/325/1992","A/Lyon/2279/1995","12",1992,1995,"BE89","red"
"A/Paris/407/1992","A/Netherlands/450/1988","320",1992,1988,"BE89","red"
"A/Paris/407/1992","A/Victoria/2/1990","1280",1992,1990,"BE89","red"
"A/Paris/407/1992","A/Netherlands/172/1996","10",1992,1996,"BE89","red"
"A/Paris/407/1992","A/Wellington/4/1985","160",1992,1985,"BE89","red"
"A/Paris/407/1992","A/Sichuan/2/1987","80",1992,1987,"BE89","red"
"A/Paris/407/1992","A/Colorado/2/1986","320",1992,1986,"BE89","red"
"A/Paris/407/1992","A/Shanghai/11/1987","160",1992,1987,"BE89","red"
"A/Paris/407/1992","A/Netherlands/620/1989","2560",1992,1989,"BE89","red"
"A/Paris/407/1992","A/Beijing/353/1989","640",1992,1989,"BE89","red"
"A/Paris/407/1992","A/Shandong/9/1993","20",1992,1993,"BE89","red"
"A/Paris/407/1992","A/Johannesburg/33/1994","<5",1992,1994,"BE89","red"
"A/Paris/407/1992","A/Finland/338/1995","18",1992,1995,"BE89","red"
"A/Paris/407/1992","A/Nanchang/933/1995","<5",1992,1995,"BE89","red"
